epoch,train_loss,val_loss,train_acc,val_acc
1,0.6901666948161637,0.6903803269380699,0.785,0.8
2,0.6845872631496106,0.6851972558321674,0.785,0.8
3,0.6768184345462451,0.6779723029426641,0.785,0.8
4,0.667277777506117,0.6690860949983007,0.785,0.8
5,0.6563743061234123,0.6589111450132259,0.785,0.8
6,0.6444950670283858,0.6478002218794978,0.785,0.8
7,0.6319947477981133,0.6360773564376074,0.785,0.8
8,0.619188239145546,0.6240314039306094,0.785,0.8
9,0.6063460767388152,0.6119120778491267,0.785,0.8
10,0.5936926047877709,0.5999283030868034,0.785,0.8
11,0.5814065719373552,0.5882486317093589,0.785,0.8
12,0.5696237349209136,0.5770033594147796,0.785,0.8
13,0.5584409488922804,0.5662879085872681,0.785,0.8
14,0.5479211906781792,0.5561670231947979,0.785,0.8
15,0.5380989953588857,0.5466793516902897,0.785,0.8
16,0.5289858722221643,0.5378420630034362,0.785,0.8
17,0.5205753789452768,0.5296552287635632,0.785,0.8
18,0.5128476490973279,0.5221057948167928,0.7833333333333333,0.8
19,0.5057732704880696,0.51517104488939,0.7833333333333333,0.8
20,0.49931649154982694,0.5088215227295868,0.7833333333333333,0.8
21,0.4934377878892058,0.5030234247388669,0.7833333333333333,0.8
22,0.48809585400507255,0.4977405044902835,0.7816666666666666,0.8
23,0.48324910069330024,0.49293554662738515,0.7816666666666666,0.795
24,0.4788567419778488,0.48857147384951916,0.7816666666666666,0.795
25,0.4748795510342142,0.4846121501772051,0.7816666666666666,0.79
26,0.4712803560020096,0.4810229390561244,0.7816666666666666,0.79
27,0.4680243362751374,0.4777710680599456,0.7816666666666666,0.79
28,0.46507916938455196,0.47482584435611896,0.7816666666666666,0.79
29,0.46241506885577244,0.4721587575817591,0.7816666666666666,0.79
30,0.46000474487298004,0.4697434998469149,0.7816666666666666,0.79
31,0.4578233123579355,0.46755592648887473,0.7816666666666666,0.79
32,0.4558481651438122,0.4655739760227648,0.7816666666666666,0.79
33,0.454058830168229,0.46377756344660015,0.7816666666666666,0.79
34,0.4524368118647381,0.4621484575832032,0.7816666666666666,0.79
35,0.4509654340295905,0.4606701503721464,0.7816666666666666,0.795
36,0.4496296842233345,0.4593277238516615,0.7816666666666666,0.795
37,0.44841606409599666,0.4581077188882634,0.7816666666666666,0.795
38,0.4473124477829242,0.45699800842667104,0.7816666666666666,0.795
39,0.4463079496092721,0.4559876770635777,0.7816666666666666,0.795
40,0.4453928016868328,0.45506690802833405,0.7816666666666666,0.795
41,0.4445582415257533,0.45422687812625867,0.7816666666666666,0.795
42,0.44379640946741633,0.45345966082151695,0.7816666666666666,0.795
43,0.4431002555360295,0.45275813737085796,0.7816666666666666,0.795
44,0.4424634551766069,0.45211591573911675,0.7816666666666666,0.795
45,0.44188033327426446,0.4515272569105984,0.7816666666666666,0.795
46,0.44134579581764455,0.45098700814050685,0.7816666666666666,0.795
47,0.44085526856553203,0.4504905426546536,0.7816666666666666,0.795
48,0.44040464209120167,0.4500337052940294,0.7816666666666666,0.795
49,0.43999022260701925,0.4496127636061024,0.7816666666666666,0.795
50,0.4396086880074355,0.44922436390142123,0.7816666666666666,0.795
51,0.43925704860825127,0.4488654918181899,0.7816666666666666,0.795
52,0.4389326121014045,0.4485334369659546,0.7816666666666666,0.795
53,0.438632952285844,0.44822576125025393,0.7816666666666666,0.795
54,0.4383558811751391,0.4479402705115021,0.7816666666666666,0.795
55,0.4380994241206042,0.4476749891424339,0.7816666666666666,0.795
56,0.43786179762445365,0.4474281373784298,0.7816666666666666,0.795
57,0.43764138955060483,0.4471981109835015,0.7816666666666666,0.795
58,0.43743674147116307,0.4469834630813769,0.7816666666666666,0.795
59,0.43724653291435006,0.4467828879058517,0.7816666666666666,0.795
60,0.4370695673047936,0.4465952062673232,0.7816666666666666,0.795
61,0.43690475940980056,0.4464193525532187,0.7816666666666666,0.795
62,0.4367511241256624,0.4462543630989568,0.7816666666666666,0.795
63,0.4366077664563564,0.44609936578321,0.7816666666666666,0.795
64,0.4364738725533869,0.4459535707167129,0.7816666666666666,0.795
65,0.43634870170013557,0.4458162619077825,0.7816666666666666,0.795
66,0.43623157913712274,0.4456867898002271,0.78,0.795
67,0.4361218896361737,0.4455645645905281,0.78,0.795
68,0.4360190717417953,0.44544905024121567,0.78,0.795
69,0.4359226126072254,0.4453397591163241,0.78,0.795
70,0.4358320433607355,0.44523624717282345,0.7783333333333333,0.795
71,0.43574693494497957,0.44513810964906725,0.7783333333333333,0.795
72,0.4356668943785705,0.4450449771976648,0.7783333333333333,0.795
73,0.435591561394727,0.44495651241586637,0.7783333333333333,0.795
74,0.4355206054168572,0.44487240673160483,0.7783333333333333,0.795
75,0.43545372283539185,0.44479237760784185,0.7783333333333333,0.795
76,0.43539063455412164,0.444716166031879,0.7783333333333333,0.795
77,0.43533108377779095,0.44464353425986647,0.7783333333333333,0.795
78,0.43527483401579575,0.4445742637899229,0.7783333333333333,0.8
79,0.4352216672795773,0.444508153540114,0.7783333333333333,0.8
80,0.4351713824537478,0.4444450182100622,0.7783333333333333,0.8
81,0.4351237938231346,0.44438468680720783,0.7783333333333333,0.8
82,0.43507872973985673,0.44432700132074865,0.7783333333333333,0.8
